group_id,gene_id,POR-216-TP1,POR-216-TP2,POR-216-TP3,POR-216-TP4,POR-236-TP1,POR-236-TP2,POR-245-TP1,POR-245-TP2,POR-245-TP3,POR-245-TP4,POR-260-TP1,POR-260-TP2,POR-260-TP3,POR-260-TP4,POR-262-TP1,POR-262-TP2,POR-262-TP3,POR-262-TP4,POR-69-TP1,POR-69-TP2,POR-69-TP3,POR-69-TP4,POR-72-TP1,POR-72-TP2,POR-72-TP3,POR-72-TP4,POR-73-TP1,POR-73-TP2,POR-73-TP3,POR-73-TP4,POR-74-TP1,POR-74-TP2,POR-74-TP3,POR-74-TP4,POR-83-TP1,POR-83-TP2,POR-83-TP3,POR-83-TP4
OG_15816,Peve_00002255,79,91,103,40,125,39,95,45,41,212,207,66,105,120,86,231,134,71,42,49,51,35,57,27,83,87,64,13,30,20,98,51,91,14,50,20,36,40
OG_15831,Peve_00002488,340,138,179,57,253,65,328,75,98,0,305,122,132,251,254,74,245,109,175,117,117,52,117,141,70,79,44,25,88,154,170,137,120,92,61,116,191,97
OG_09174,Peve_00002765,109,128,113,81,94,113,87,78,87,118,210,34,63,85,166,97,125,100,135,161,129,51,76,60,132,189,138,150,78,137,48,57,148,69,162,126,160,114
OG_09024,Peve_00002807,197,146,81,65,248,66,151,105,67,130,261,74,191,132,174,331,206,136,128,148,102,37,537,248,255,367,87,45,55,47,220,165,147,47,322,96,109,91
OG_04694,Peve_00002926,490,415,253,180,540,191,564,179,108,491,567,199,254,293,368,559,431,290,447,266,202,203,571,585,487,502,376,183,64,121,341,182,335,94,398,250,98,228
OG_10205,Peve_00003079,118,1299,284,177,334,152,936,248,505,66,686,232,648,389,232,354,549,353,220,412,140,73,377,494,91,759,71,57,138,306,371,201,1266,272,524,614,246,119
OG_06384,Peve_00003118,46,231,64,145,255,109,213,173,186,551,250,49,195,153,91,370,214,107,108,122,88,18,158,166,182,205,330,37,179,151,124,112,206,69,574,181,306,43
OG_15877,Peve_00003205,43,85,60,4,119,21,19,17,13,0,118,12,4,12,33,0,63,10,0,46,0,0,0,4,0,0,0,3,13,15,27,0,36,0,0,8,0,0
OG_07000,Peve_00003236,1971,3242,842,805,2811,421,3472,39,3209,3068,7947,1497,2664,4068,3802,2846,2200,257,970,7702,1712,757,1344,1614,4887,1710,2327,758,750,2581,3250,446,7155,1304,192,2261,731,526
OG_12972,Peve_00003257,25,69,58,58,41,12,108,15,34,34,63,9,34,63,61,69,69,33,15,66,26,17,17,49,32,25,31,12,28,108,114,9,45,41,23,27,34,14
OG_04243,Peve_00003282,97,216,412,89,467,171,93,86,106,275,82,57,75,59,82,147,137,124,44,47,52,19,66,118,65,148,83,81,90,94,158,55,240,45,213,46,90,51
OG_12286,Peve_00003601,23,0,5,0,9,7,208,105,0,24,22,5,0,20,31,6,7,17,130,21,26,59,28,146,70,201,43,63,48,152,15,19,10,9,46,80,38,84
OG_15906,Peve_00003739,3,0,3,3,5,1,2,1,0,5,4,0,10,4,0,2,1,2,3,5,2,0,7,5,8,3,0,0,0,0,1,9,2,1,6,0,1,2
OG_12102,Peve_00003740,7,12,14,9,22,0,32,14,0,48,16,17,9,6,27,26,5,20,5,18,7,0,25,23,24,7,16,3,0,0,6,7,0,5,25,6,0,8
OG_11831,Peve_00003748,430,333,302,336,623,257,539,150,380,598,601,216,492,413,584,846,469,327,396,442,298,177,299,409,503,449,378,210,205,410,490,296,692,302,737,509,341,418
OG_13032,Peve_00004122,2,0,0,0,0,0,4,0,3,0,0,0,0,0,0,9,5,0,0,9,0,0,0,0,0,5,0,0,0,0,6,7,0,0,0,0,0,0
OG_06004,Peve_00004180,726,717,575,509,991,373,1235,437,277,1604,1086,436,845,649,892,1709,892,640,750,607,354,477,729,873,800,1253,590,388,343,492,842,443,773,365,1350,537,241,608
OG_06198,Peve_00004260,332,1195,416,425,1415,699,1322,718,661,437,1987,687,824,1049,1281,1916,1229,1585,767,1021,359,200,897,811,454,1592,273,144,438,627,1020,555,1214,750,976,649,407,311
OG_05087,Peve_00004283,35,90,51,48,155,111,206,77,58,27,51,33,27,27,65,39,81,28,29,150,31,3,223,103,108,508,0,0,43,51,151,107,157,42,71,145,31,45
OG_12990,Peve_00004413,296,105,108,22,71,34,37,14,32,32,55,28,71,55,107,29,91,28,120,89,95,65,22,112,121,131,108,73,31,89,34,12,49,53,55,60,75,95
OG_00171,Peve_00004526,1024,828,468,338,1101,469,730,265,297,651,1059,451,519,599,719,600,766,703,919,513,434,541,1104,1018,881,1087,644,345,175,374,885,299,618,236,867,594,386,687
OG_13201,Peve_00004712,1110,1208,833,717,2086,681,2034,537,623,271,2808,497,1014,944,1712,1624,1712,852,703,921,306,89,360,732,82,700,153,155,429,778,1136,381,1126,472,397,978,395,336
OG_05952,Peve_00004859,87,357,116,63,280,127,156,123,163,48,359,60,169,107,125,217,141,173,236,135,93,21,134,195,23,290,55,22,191,198,116,58,228,93,407,178,33,122
OG_13190,Peve_00004945,114,168,157,95,143,64,130,73,68,141,245,76,137,137,165,247,148,116,169,170,81,49,220,164,175,221,126,46,105,60,212,186,217,67,355,99,66,111
OG_01414,Peve_00004974,56,9,16,6,0,0,23,5,7,14,9,6,0,0,12,12,21,5,11,36,0,7,13,31,6,12,5,0,0,6,6,0,11,4,7,0,0,4
OG_16011,Peve_00005475,15,23,32,7,5,1,2,2,3,10,26,0,38,26,14,25,24,11,0,6,3,3,7,4,0,0,1,7,4,0,34,0,27,8,16,6,3,6
OG_10265,Peve_00005547,467,386,431,283,686,287,537,227,270,436,663,143,396,324,526,505,481,330,304,380,297,222,318,203,477,467,343,294,238,290,405,185,761,258,481,216,234,164
OG_10509,Peve_00005707,0,7,7,0,691,294,19,11,92,625,97,45,79,96,24,31,15,25,88,98,70,31,111,62,113,95,61,52,52,45,185,158,157,52,15,0,0,3
OG_08842,Peve_00006347,566,449,282,340,522,224,475,466,224,21,888,231,296,524,903,1520,731,312,599,498,20,19,1240,864,43,2523,173,0,249,309,1023,1141,379,327,2473,678,782,495
OG_08331,Peve_00006527,38,88,76,108,265,52,152,78,52,0,148,29,75,101,141,282,136,113,54,127,63,13,57,26,19,54,25,21,49,81,149,49,142,28,39,65,49,62
OG_01999,Peve_00006537,154,49,12,71,15,6,58,11,2,5,36,4,37,36,25,33,56,42,50,29,0,16,55,70,14,91,0,11,0,15,56,38,10,21,141,16,0,44
OG_16092,Peve_00006922,101,17,7,22,7,0,8,0,7,16,14,9,7,9,0,17,10,14,9,4,7,9,0,17,18,41,5,3,0,4,44,29,11,18,20,5,14,0
OG_02358,Peve_00006948,159,138,148,190,269,47,297,72,50,819,368,47,414,279,205,655,159,287,93,62,46,11,494,202,92,143,73,33,37,22,353,109,226,14,99,23,18,26
OG_08793,Peve_00007107,179,167,48,40,34,24,95,16,64,206,206,35,76,119,255,48,74,45,164,85,79,207,357,292,266,374,92,74,13,65,331,100,176,103,158,249,74,88
OG_10523,Peve_00007257,0,21,33,0,47,16,18,21,16,24,35,15,0,30,22,36,33,39,0,25,10,0,31,15,25,20,16,6,12,16,15,11,12,0,34,19,7,0
OG_10525,Peve_00007258,96,21,0,7,0,0,23,0,9,8,25,10,8,29,0,14,10,11,86,10,0,66,16,36,13,131,9,0,12,16,32,22,9,19,275,34,22,65
OG_10183,Peve_00007613,808,225,151,73,236,141,280,58,142,8397,399,109,216,189,205,240,183,161,299,217,2820,3221,245,155,7537,171,5924,9207,34,109,203,35,195,32,191,96,814,122
OG_08639,Peve_00007681,3964,1190,3349,2512,5796,2020,5889,1695,3353,10027,3223,2029,2736,3152,5926,7002,3721,3571,2719,2705,4088,1818,1615,1125,5618,2260,5142,8219,4095,2622,3068,1564,4398,1240,6933,3322,2897,2652
OG_16145,Peve_00007857,44,180,243,49,10,0,104,112,0,0,111,49,81,48,81,420,220,147,79,81,80,44,52,32,39,87,72,30,67,28,31,35,25,0,152,22,67,15
OG_06998,Peve_00007908,7018,2976,799,3360,1983,628,16308,126,6555,2444,21746,5456,8164,9639,12386,4374,2546,241,3398,11746,2008,2265,7535,12204,15076,7681,7953,7252,1252,11138,17025,3563,10598,5583,1390,8980,866,2622
OG_12645,Peve_00007969,0,0,0,0,0,12,40,8,5,1,0,3,6,4,50,42,22,20,0,10,0,0,5,12,0,0,0,0,0,0,15,13,0,3,0,10,4,2
OG_12007,Peve_00008004,17,8,36,75,205,61,197,67,62,50,114,84,139,56,141,294,140,94,0,0,0,2,12,38,0,26,0,7,13,69,4,0,0,0,16,16,3,20
OG_02619,Peve_00008042,28,9,8,23,8,5,45,17,0,5,23,24,5,2,11,36,0,7,27,21,4,5,22,33,5,33,0,3,0,16,24,21,11,2,23,20,12,4
OG_16158,Peve_00008076,80,28,12,22,28,20,114,24,16,3,135,27,81,60,74,113,30,41,0,43,0,9,26,69,0,67,0,0,18,34,31,63,40,24,22,14,8,0
OG_16159,Peve_00008079,34407,5164,1356,4518,3679,857,21867,92,8538,2824,23241,2918,6039,7529,15295,9818,4134,174,6183,9742,1580,6170,2066,17025,6916,14761,3901,4436,1160,10318,12019,3481,7412,5694,2054,13657,833,3850
OG_12568,Peve_00008075,2071,2593,761,680,2753,514,4671,82,2894,812,6481,1187,2189,2213,3046,2116,1659,91,720,3892,1048,632,421,1826,3181,1639,2966,1330,600,3022,3407,571,4860,817,340,1460,337,483
OG_10450,Peve_00008198,21,10,0,7,8,4,13,5,0,15,9,0,0,24,0,5,4,3,10,0,20,0,12,16,22,8,5,0,6,0,0,10,0,3,11,0,2,0
OG_10758,Peve_00008285,47,44,36,58,70,33,0,0,17,0,36,34,54,22,33,48,56,23,63,59,0,0,104,152,0,311,0,0,0,0,179,56,68,60,10,5,0,0
OG_12318,Peve_00008464,40,34,28,8,7,21,0,0,19,3,0,0,0,0,2,0,0,0,0,0,0,0,46,65,46,47,19,6,15,30,25,0,32,0,0,0,0,0
OG_16192,Peve_00008841,504,553,477,679,149,50,164,85,20,79,68,106,61,59,58,201,44,15,156,203,104,48,247,257,93,349,24,60,13,41,245,90,151,24,815,454,117,271
OG_11215,Peve_00008846,3,0,7,28,7,0,14,0,22,22,0,0,13,10,0,22,4,0,7,0,0,3,0,9,0,21,0,0,9,25,15,16,2,5,0,0,0,13
OG_12371,Peve_00008925,21,53,69,20,0,0,0,0,0,0,160,34,121,69,0,0,0,0,116,46,60,16,66,8,30,39,0,0,0,0,0,0,0,0,0,0,0,0
OG_11839,Peve_00009023,0,83,44,5,33,71,34,62,39,0,38,95,91,39,86,146,155,98,42,93,0,0,0,34,0,276,0,0,41,48,79,39,189,21,30,87,70,52
OG_16209,Peve_00009143,29,25,23,3,42,53,47,21,13,15,31,22,6,0,35,0,21,13,22,67,11,5,56,95,19,31,0,0,0,29,43,0,7,22,0,0,12,0
OG_10815,Peve_00009371,226,0,151,10,101,25,0,0,66,64,132,414,744,23,229,20,102,51,9,0,56,14,134,185,228,484,0,29,0,0,84,5,495,23,30,62,25,28
OG_12163,Peve_00009442,603,245,242,654,783,285,479,94,139,644,358,212,265,235,0,2,0,0,313,756,187,120,15,26,24,58,114,74,116,77,559,391,342,299,350,106,180,70
OG_05718,Peve_00009537,9458,872,554,1379,126,47,2209,429,37,432,156,50,76,98,2152,564,567,267,2862,524,465,1287,3191,3363,1700,3987,756,1036,109,822,2154,879,513,903,1667,1815,528,1659
OG_02124,Peve_00009794,4826,5600,2783,1602,5156,1944,4641,1873,1426,2031,6247,2045,2545,3594,4787,3182,4560,3116,3213,2861,1694,1150,3873,3272,2383,3794,1260,951,980,1436,3525,835,2900,1347,1850,1414,967,1283
OG_10811,Peve_00009908,7,11,17,13,43,18,56,19,12,33,52,16,40,25,55,75,33,23,4,6,10,0,13,11,8,31,0,3,8,9,21,22,10,0,6,21,0,12
OG_08874,Peve_00010406,177,79,104,51,69,16,99,30,40,100,110,42,48,72,77,76,87,32,90,123,44,44,100,119,100,120,29,31,15,19,78,45,60,38,150,57,57,29
OG_12369,Peve_00010684,903,814,282,697,602,208,570,139,328,538,1223,346,271,447,284,281,271,230,255,1762,86,169,143,279,282,328,68,319,111,586,807,143,563,328,183,592,88,114
OG_13702,Peve_00010985,17,3,4,9,2,0,0,0,0,8,0,0,0,0,10,14,5,6,0,0,0,0,0,0,5,5,0,0,0,0,2,0,2,0,0,3,1,0
OG_06152,Peve_00011299,1356,889,1016,1316,1471,530,1584,547,760,3822,2056,698,1656,2203,2002,5093,1123,1130,1595,1213,256,386,3558,2955,912,3941,433,424,612,664,2447,2246,1442,861,6213,2013,1215,1465
OG_07892,Peve_00011446,94,167,64,46,839,456,787,288,338,334,779,257,318,352,115,108,129,94,250,403,170,67,175,171,124,284,394,157,220,298,553,208,488,159,304,212,213,205
OG_13191,Peve_00011732,108,58,53,46,32,16,34,4,17,25,41,10,19,18,76,105,35,23,22,46,23,5,55,32,60,65,15,14,0,10,48,30,29,15,53,16,19,25
OG_01312,Peve_00011874,654,388,728,348,4936,1652,967,217,1912,61,2484,352,1955,925,248,224,702,112,586,2395,196,52,413,298,151,594,46,80,92,573,789,114,1428,210,369,480,288,291
OG_16380,Peve_00012086,216,1704,361,416,361,215,247,254,83,19,904,308,329,533,30,74,65,27,150,848,32,9,25,14,0,69,8,34,282,322,1406,627,671,558,273,316,46,126
OG_11038,Peve_00012206,0,0,15,15,377,193,543,308,102,297,5,13,8,7,354,1243,395,331,314,351,236,122,22,0,11,31,381,177,237,261,92,34,171,41,426,455,176,245
OG_11957,Peve_00012378,253,98,11,70,45,31,90,25,113,54,131,30,56,63,102,56,65,44,215,58,42,90,0,171,149,186,82,101,21,107,83,33,56,87,94,163,89,111
OG_05367,Peve_00012381,3763,2185,1140,726,2393,1208,2487,977,1700,5420,3177,889,1073,1155,2134,1732,2508,1077,2262,1863,2633,5243,915,1957,4813,2565,1496,1640,283,859,1426,647,1711,997,1790,2375,1882,1586
OG_08717,Peve_00012654,31,5,57,22,54,11,22,5,29,33,17,3,19,65,18,22,15,17,59,41,26,32,36,13,36,32,11,0,6,7,27,21,20,16,100,17,37,24
OG_06616,Peve_00013611,628,224,158,132,0,0,71,29,0,19,235,95,90,107,376,204,202,126,194,194,119,144,31,125,86,83,11,22,0,0,287,126,149,105,172,212,189,114
OG_09455,Peve_00013687,4026,3185,2706,1784,5181,2229,5116,2014,3487,3903,5075,2065,2442,2338,3173,3587,3858,2133,3600,3414,3028,1655,2154,3685,5915,6427,3007,3265,1757,2490,3497,1701,3794,1787,4047,4399,2928,2628
OG_03267,Peve_00013805,110,222,91,61,269,73,82,24,70,45,311,110,89,122,46,104,101,55,60,185,56,24,51,147,50,185,26,22,34,61,128,62,88,91,2,6,4,6
OG_16485,Peve_00013808,16,32,0,3,0,0,9,4,0,0,7,0,0,0,6,0,8,0,0,40,0,0,0,38,0,0,0,0,0,3,11,0,0,9,5,0,0,0
OG_11292,Peve_00013809,131,171,63,21,44,32,29,23,0,16,14,10,0,4,40,16,37,4,33,50,23,9,0,30,9,21,0,12,5,29,26,7,29,41,0,0,16,0
OG_12683,Peve_00014253,38,79,39,12,98,23,125,23,85,156,130,23,35,93,115,119,71,63,42,30,24,18,150,90,108,98,17,26,16,41,127,42,78,20,125,44,43,42
OG_12331,Peve_00014381,14030,2874,1459,2414,1922,907,3071,864,1077,1789,4108,1402,2361,2645,6545,2097,2377,1536,11415,2287,1739,4372,5326,14089,5834,18782,1899,2726,731,2833,5909,2769,2587,4420,6602,10048,2900,8680
OG_02186,Peve_00014611,0,0,0,3,5,0,10,0,7,11,0,0,0,0,0,16,12,5,0,0,0,0,7,13,3,30,0,0,0,0,0,0,0,0,6,34,11,0
OG_12785,Peve_00014648,79,0,0,0,7,21,38,5,11,83,0,0,10,0,4,0,17,0,0,11,1896,2559,3,0,383,0,278,175,0,0,17,16,12,9,7,17,1050,28
OG_16539,Peve_00014651,5,0,0,0,0,3,44,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,16,16,8
OG_12613,Peve_00014717,0,4,6,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,12,0,0,0,2,3,0,0,0
OG_16544,Peve_00014736,5,14,11,0,13,5,4,3,0,0,22,0,0,0,17,10,0,0,11,34,0,3,0,0,0,0,0,0,0,9,19,7,0,14,0,0,0,0
OG_02408,Peve_00014803,31,0,43,25,8,0,21,9,2,3,50,13,9,20,32,69,36,20,17,23,0,0,68,47,4,25,11,9,16,58,27,57,39,18,23,11,6,16
OG_16548,Peve_00014853,80,466,243,124,298,141,94,84,70,105,311,359,73,177,72,396,237,206,137,192,95,17,82,103,46,133,56,37,74,41,100,39,107,123,179,320,61,101
OG_09942,Peve_00014958,26,76,78,23,69,11,72,57,45,168,121,22,30,34,92,135,112,96,74,37,24,20,113,69,81,78,16,0,0,0,111,26,108,19,42,24,43,27
OG_12165,Peve_00015019,799,554,954,581,815,253,511,164,251,555,289,99,218,145,275,591,234,170,180,197,105,46,226,286,196,401,451,320,549,327,66,74,202,26,1039,521,486,362
OG_12518,Peve_00015112,307,577,608,487,520,334,710,484,133,227,377,482,349,300,327,2070,524,453,609,685,352,146,0,10,0,8,227,131,310,256,495,366,565,206,29,13,17,13
OG_05121,Peve_00015212,5875,4826,1767,1023,3076,1271,4759,1989,1093,2509,6129,1703,1623,2115,680,616,869,396,1714,1827,1418,710,2616,3972,4723,5043,3358,2536,1264,2451,3167,938,2426,1235,900,1756,992,683
OG_02070,Peve_00015340,0,14,0,0,68,29,11,42,15,41,104,23,37,44,0,11,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
OG_16573,Peve_00015353,113,14,0,16,55,12,141,55,24,76,131,35,52,81,256,39,41,23,217,61,34,120,110,482,234,531,0,27,0,55,79,74,31,182,15,68,12,60
OG_02220,Peve_00015389,196,408,336,194,561,221,389,189,137,454,557,185,313,389,338,903,386,421,168,270,97,103,234,196,181,320,76,31,147,81,345,177,304,122,535,165,116,112
OG_11017,Peve_00015471,62,35,30,5,32,11,29,16,10,13,6,13,22,13,29,27,45,15,34,122,14,13,26,8,18,8,10,16,13,14,76,19,82,7,6,3,4,3
OG_08271,Peve_00015587,267,342,274,116,482,120,458,178,180,131,606,175,305,288,397,307,426,271,172,370,89,39,109,304,254,430,110,115,137,347,502,206,355,214,148,209,116,81
OG_16592,Peve_00015650,12609,7003,1647,2711,10261,4056,5922,2295,5315,17995,2382,1213,426,667,7600,4178,3941,5449,6179,2804,2754,4917,6581,15975,9406,19493,1106,882,456,2064,7364,3656,2969,3769,3111,1078,1286,1659
OG_04247,Peve_00016058,217,1617,712,303,794,474,1472,511,2102,177,647,362,979,498,479,881,2022,948,460,869,595,97,1012,748,284,1462,177,79,231,589,799,292,1744,446,1286,1099,1075,249
OG_02935,Peve_00016079,44,67,114,59,142,52,151,62,55,42,80,28,96,38,71,94,165,105,115,148,32,97,76,67,27,43,14,23,25,55,73,46,43,31,31,67,40,38
OG_12560,Peve_00016086,18,29,36,16,35,34,14,21,9,22,49,26,14,18,5,36,42,31,14,8,8,7,14,15,0,14,0,13,9,7,0,3,0,0,19,3,0,0
OG_09806,Peve_00016197,8382,11909,13213,13402,14546,6796,17597,5721,7465,2205,20836,5665,17389,15120,14096,30684,14242,13045,11220,10484,2372,263,14949,9855,295,16602,2425,23,7769,5968,12093,7601,14983,6315,30230,7367,6756,5071
OG_06430,Peve_00016284,459,198,73,90,205,115,370,100,105,285,603,141,209,244,351,463,253,149,344,249,95,155,292,569,364,728,148,162,30,189,346,167,220,128,254,291,74,93
OG_16654,Peve_00016632,24,41,19,26,223,112,0,3,42,237,99,43,73,54,0,4,0,0,76,77,44,28,70,13,94,109,59,21,44,40,122,122,127,40,98,20,59,45
OG_16665,Peve_00016783,6,1,0,0,78,39,0,0,51,129,17,17,11,21,48,161,39,82,53,7,39,27,164,71,64,137,59,13,11,52,53,55,47,10,60,13,5,8
OG_08768,Peve_00016980,77,78,21,38,51,18,41,15,16,110,59,17,6,54,43,42,10,30,61,74,33,30,31,65,43,82,18,16,23,53,29,34,25,22,114,34,33,7
OG_04515,Peve_00017132,14,41,4,22,17,4,26,8,7,29,117,10,6,36,42,94,7,11,11,66,11,6,48,32,16,46,0,0,12,47,78,44,17,24,97,34,14,10
OG_04514,Peve_00017133,108,55,71,30,97,27,57,38,28,102,135,33,81,77,68,150,74,94,90,52,15,54,165,82,92,115,22,15,30,34,73,48,22,49,119,65,222,82
OG_11420,Peve_00017181,6,12,10,0,31,13,0,22,4,12,43,5,22,7,19,78,34,30,10,5,17,15,12,7,3,32,4,5,3,0,15,10,7,0,57,11,15,15
OG_10274,Peve_00017210,10,8,4,15,0,0,12,5,0,0,0,0,11,2,3,10,0,2,2,0,7,0,14,16,0,19,0,6,0,5,7,3,0,7,0,0,0,0
OG_11423,Peve_00017517,8,23,7,0,0,0,20,8,5,0,13,3,31,12,9,38,22,7,18,13,0,6,8,0,19,36,0,13,3,19,9,5,20,6,17,9,0,8
OG_03856,Peve_00017518,0,31,0,3,0,0,11,0,0,2,13,0,0,0,0,16,11,3,10,0,0,0,0,10,20,7,0,0,4,0,12,15,0,2,0,0,0,0
OG_03857,Peve_00017519,30,22,12,11,15,11,52,18,11,12,47,13,10,25,34,74,11,0,29,46,13,7,33,71,25,58,13,0,12,18,76,81,7,21,37,29,9,9
OG_08077,Peve_00017706,15,66,47,9,113,75,0,0,74,22,45,21,36,31,26,112,37,13,30,44,11,11,17,63,28,37,29,10,9,26,27,23,19,21,23,32,7,6
OG_12647,Peve_00017715,18,24,12,3,6,0,20,6,4,36,38,3,16,0,0,6,9,3,9,14,12,9,9,14,7,15,0,0,0,9,21,0,24,7,0,4,5,0
